countryname,countrycode,indicatorname,indicatorcode,attribute,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
St. Kitts and Nevis,361,Goods and Services Tax Revenue as a Percent of GDP,RTGS_RM_GDP,Value,1.160715342,1.880403757,2.322198391,2.823188543,2.707807064,,,,,,2.735859632,3.075634241,,,5.169951916,4.810294628,5.714016914,10.03177357,12.39283752,12.37110233,,10.87277603,11.35280037,10.50479889,10.45099068
Kuwait,443,Goods and Services Tax Revenue as a Percent of GDP,RTGS_RM_GDP,Value,0.018770248,,0.017162753,0.013830148,0.013550581,0.012324458,,0.01086188,0.012648225,0.010905519,,,,,,,,,,0.337747008,0.29928264,0.235235453,0.18472375,0.216593906,
Australia,193,General Goods and Services Tax Revenue as a Percent of GDP,RTGSG_RM_GDP,Value,2.263586283,2.191251755,2.141205788,2.290533066,2.411383152,2.535064697,2.448133945,2.459454298,2.494439125,2.454041719,3.771915197,3.874375582,4.124156952,4.241518974,4.109037399,4.170828342,4.077869415,4.021789551,3.539318562,3.794858456,3.631637096,3.432676077,3.418561459,3.654196978,
Iceland,176,Corporate Income Tax Revenue as a Percent of GDP,RTIC_RM_GDP,Value,0.838410199,0.782691181,0.941663265,0.9181422,0.731108606,0.914162993,0.838423729,0.882290661,1.032804847,1.230743766,1.190966964,1.013189197,0.859541953,1.203954935,0.996678472,1.924082398,2.34890604,2.386778355,1.846944451,1.66725409,0.90283829,1.733595371,1.911996365,2.142730236,2.958867788
Lithuania,946,Corporate Income Tax Revenue as a Percent of GDP,RTIC_RM_GDP,Value,,,,4.412175179,2.006948948,2.042701721,1.728963137,1.53013587,1.286920667,0.820877135,0.676463127,0.529446423,0.586856782,1.369234324,1.852604508,2.079100609,2.754371405,2.528730154,2.715232372,1.816496253,0.98659724,0.809254885,1.299515009,1.363615632,1.376438737
Croatia,960,Corporate Income Tax Revenue as a Percent of GDP,RTIC_RM_GDP,Value,,,0.429373145,0.460039824,0.56850481,0.861871302,0.98872596,1.424943089,1.767510295,1.651430607,0.928756475,1.022803307,1.755411625,1.858362556,1.752320886,2.062318802,2.431759596,2.738055706,3.038678885,2.852235079,1.953140974,2.191315174,2.329316378,1.931427121,1.722664714
Jordan,439,Corporate Income Tax Revenue as a Percent of GDP,RTIC_RM_GDP,Value,,,1.992547154,1.853632808,1.86796248,,,2.049991369,1.642301798,1.770772576,1.773441195,2.184996367,2.01590848,1.774448872,1.817277074,2.210554123,2.999053478,3.266723394,3.091690302,3.460222006,2.517319679,2.537538052,2.533519983,2.30592227,2.40711236
India,534,Corporate Income Tax Revenue as a Percent of GDP,RTIC_RM_GDP,Value,0.910079718,1.165350556,1.148932695,1.128619194,1.321932435,1.343985081,1.308201551,1.272963762,1.360169888,1.517055511,1.639376879,1.553964615,1.820428014,2.236915112,2.550112009,2.742130756,3.360369682,3.868228197,3.790279388,3.777885437,3.837145329,3.655091047,3.736552,3.697820902,
Ireland,178,Corporate Income Tax Revenue as a Percent of GDP,RTIC_RM_GDP,Value,1.634822607,1.9655267,2.294591427,2.748006344,3.060391665,2.659896135,3.012642145,3.106546402,3.254829407,3.715898991,3.598890781,3.408516407,3.539186239,3.540330648,3.420177937,3.24243784,3.61661005,3.245124102,2.705853462,2.296946764,2.374140263,2.157389402,2.267729282,2.381434202,2.441962004
Indonesia,536,Corporate Income Tax Revenue as a Percent of GDP,RTIC_RM_GDP,Value,8.802304268,7.072837353,6.698437691,5.504215717,,2.925137281,3.08820796,,3.582272768,,,3.93518734,3.576620579,0.865814328,0.930055797,,,,5.014717102,4.361132145,3.465302944,4.610516071,4.606657505,4.324487209,4.133901119
Greece,174,Corporate Income Tax Revenue as a Percent of GDP,RTIC_RM_GDP,Value,1.386542082,1.159200311,1.245739102,1.378754973,1.610768437,1.756580472,1.703912139,1.796050072,2.644037008,2.966306686,3.989233017,3.240600824,3.239304781,2.80372262,2.86811614,3.213177919,2.611285925,2.451277494,2.42778635,2.509114504,2.524432421,2.216597557,1.210225701,1.346534491,
Maldives,556,Corporate Income Tax Revenue as a Percent of GDP,RTIC_RM_GDP,Value,0.31283325,0.393953413,0.377353936,0.366432041,0.37028566,0.350123107,0.383549213,0.355509371,0.433781803,0.4728854,0.497191817,0.484129936,0.436570317,0.345923275,0.31581673,0.458366007,0.484209269,0.756193161,0.888314962,0.886075079,0.680944979,0.736964941,,,6.648744106
Namibia,728,Corporate Income Tax Revenue as a Percent of GDP,RTIC_RM_GDP,Value,3.709263325,1.691565275,2.96358943,3.433562756,,,,,,,3.327680826,4.373281479,5.963917732,3.253203154,3.192174196,3.617285967,4.261572361,3.361323118,4.662705898,3.79151082,0.004340924,0.004345057,,,
Latvia,941,Corporate Income Tax Revenue as a Percent of GDP,RTIC_RM_GDP,Value,,,,,2.122047424,1.672138333,1.745816231,2.082332134,2.172778606,1.99058032,1.547521472,1.884257555,1.957427621,1.44679606,1.666687489,1.894769669,2.126852512,2.530110598,2.978990555,1.545284152,0.966022432,1.402000785,1.605181932,1.592205644,1.511612773
Zambia,754,Corporate Income Tax Revenue as a Percent of GDP,RTIC_RM_GDP,Value,5.001708508,,3.321531057,1.676932573,0.575428188,0.759950817,0.699641407,1.587508082,1.601513267,1.574513197,,1.331767559,1.517567873,1.263813138,1.158827782,1.199738383,1.50747633,1.662986636,1.920016646,1.913426161,2.357368231,,,,
Tunisia,744,Corporate Income Tax Revenue as a Percent of GDP,RTIC_RM_GDP,Value,1.613854885,1.544335961,1.50368154,1.936443448,1.550808549,1.525744915,1.32450676,1.858445764,2.019929647,1.775065422,1.953566313,2.125903606,2.464030981,2.453542471,2.441902399,3.252848148,3.037623405,3.507797241,4.370718479,3.848679781,3.858776331,4.708329201,4.066619873,,
Central African Rep.,626,Excise Tax Revenue as a Percent of GDP,RTGSE_RM_GDP,Value,,,,,,,,,,,,,,,0.406742632,,,,0.543257177,0.089104936,0.131786972,0.245909959,0.250185817,,
Seychelles,718,Corporate Income Tax Revenue as a Percent of GDP,RTIC_RM_GDP,Value,,,,5.746049881,5.53387022,5.16920805,4.623630047,4.55894804,5.147908688,6.703121662,6.953576565,6.258059025,6.618878365,7.25736618,6.46410799,5.097737312,4.523803234,4.11137104,4.626023769,5.888337612,7.658671856,9.874010086,8.199519157,5.081447601,4.870237827
United Kingdom,112,Corporate Income Tax Revenue as a Percent of GDP,RTIC_RM_GDP,Value,3.253780365,2.578375101,1.927178383,1.774308205,2.062902689,2.572417021,2.952305317,3.637400866,3.679440737,3.39703536,3.353062868,3.291225433,2.706885576,2.588347435,2.715864182,3.140291214,3.714507103,3.2136271,3.38484478,2.604516268,2.877763987,2.881665707,2.667766809,2.508258104,2.413668156
Uruguay,298,Corporate Income Tax Revenue as a Percent of GDP,RTIC_RM_GDP,Value,0.947264493,0.854655862,1.201162577,1.508256316,1.502479196,1.618358374,1.867692828,1.836342692,2.094756603,2.050091743,2.035098314,1.886389971,1.771903038,1.575515389,2.439706802,2.805828333,3.053672314,2.450438499,2.910938978,2.832720995,2.878054142,2.58427,2.507197857,2.892163992,2.372642994
St. Kitts and Nevis,361,Corporate Income Tax Revenue as a Percent of GDP,RTIC_RM_GDP,Value,2.153528452,2.264572144,2.160957575,2.172269821,2.545475006,,,,,,3.335983753,2.930709124,,3.050929546,2.767777443,3.02872467,2.530573368,2.330983162,2.353875875,2.343713045,,1.925838947,2.06989646,1.434438705,1.746105552
Sri Lanka,524,Corporate Income Tax Revenue as a Percent of GDP,RTIC_RM_GDP,Value,1.31610775,1.605593204,1.568746805,1.429549098,1.612268925,1.419425488,1.675555706,1.416020513,1.119644403,1.605229497,1.211434722,1.420331359,0.8516922,0.828272402,0.796952069,1.01933229,1.311337113,1.555039167,1.444062352,1.380495429,1.342016459,1.50914228,1.21287334,1.160370111,1.003435135
Burkina Faso,748,Excise Tax Revenue as a Percent of GDP,RTGSE_RM_GDP,Value,0.609918594,0.45702371,0.496123195,0.367222995,,,,,,,,,1.818961263,1.665695429,2.03012681,1.874476552,1.77250874,1.796555758,1.65679872,1.734236479,1.848889589,1.665118575,1.808167577,1.662473321,1.988910437
Chile,228,Excise Tax Revenue as a Percent of GDP,RTGSE_RM_GDP,Value,1.657763839,1.785000801,1.747646689,1.525682926,1.478581905,1.463393211,1.598345518,1.66835773,1.884678245,1.867865682,1.939986229,2.032204866,1.991986871,1.868202567,1.644002438,1.607980371,1.376678705,1.437624574,1.269220829,1.296016932,1.408161283,1.44429028,1.467336655,1.448334575,1.507478833
St. Vincent & Grens.,364,Corporate Income Tax Revenue as a Percent of GDP,RTIC_RM_GDP,Value,2.696513414,3.589907646,2.998096704,2.716579199,3.73648119,2.859745026,2.960820436,2.854163885,3.826428413,2.985947132,3.370223522,2.885172606,3.624050379,2.931560755,2.657356739,2.987489939,2.635361195,2.448036194,2.486665726,2.461672068,2.176164389,2.073727608,2.186353922,1.567115068,2.04033637
Australia,193,Excise Tax Revenue as a Percent of GDP,RTGSE_RM_GDP,Value,2.894441605,2.55818367,2.494370461,2.628372431,2.740189314,2.731107235,2.637826204,2.523014307,2.404306412,2.34360671,2.886690617,2.817652702,2.77581811,2.644201756,2.562751055,2.371855736,2.273091078,2.153601885,2.040718794,2.014291763,1.964863777,1.807159424,1.755382419,1.702492237,
Spain,184,Corporate Income Tax Revenue as a Percent of GDP,RTIC_RM_GDP,Value,2.804430008,2.457082748,2.111307621,1.812260509,1.557484508,1.703630447,1.817749023,2.504556179,2.351472139,2.673157454,2.987348557,2.723111868,3.022311687,3.034305096,3.377588511,3.776054144,4.03757,4.547091007,2.702347994,2.146295071,1.747806311,1.716154933,2.070199251,2.046573639,1.978295326
Nepal,558,Corporate Income Tax Revenue as a Percent of GDP,RTIC_RM_GDP,Value,0.196359828,0.124149129,0.111623339,0.141568914,0.259903669,0.750556827,0.850620329,0.894267082,0.909379244,0.942842484,1.08936429,1.356001973,0.947887838,1.127479315,1.27003479,1.246157885,1.158341765,1.594554782,1.626759887,1.985770106,1.694045424,1.884590745,1.996566534,2.186843872,2.339268446
Austria,122,Excise Tax Revenue as a Percent of GDP,RTGSE_RM_GDP,Value,2.397371292,2.31871748,2.605089426,2.531503201,2.374243259,2.511709213,2.516077757,2.715559006,2.694395304,2.678220749,2.572511435,2.602295637,2.62221694,2.69251585,2.705910921,2.603025436,2.442222595,2.394329071,2.351949692,2.34591794,2.349187613,2.421131611,2.385220528,2.350203276,2.302142859
Romania,968,Corporate Income Tax Revenue as a Percent of GDP,RTIC_RM_GDP,Value,6.403726101,4.680644035,5.150312901,3.68383193,3.763132811,3.946351051,3.336084843,4.279606819,3.621254206,3.777077675,3.19125247,2.654588223,2.61357522,2.788724661,3.151145935,2.696661711,2.822472334,3.039368868,2.938907623,2.361637831,2.03284955,2.266052723,1.907366037,2.04274559,2.165240288
Papua New Guinea,853,Corporate Income Tax Revenue as a Percent of GDP,RTIC_RM_GDP,Value,3.073272228,2.494730234,3.697134733,7.097655773,6.997757912,5.743618965,7.703063011,7.640263081,5.460300446,5.711244106,5.44629097,,5.326715469,,,,,,,,,,,,
Turkey,186,Corporate Income Tax Revenue as a Percent of GDP,RTIC_RM_GDP,Value,0.994569838,0.948488414,0.779993951,0.820309281,0.955747247,1.132697701,1.082319975,1.188287497,1.239042759,1.751471877,1.761289358,1.777011633,1.760621428,2.065743923,1.746018291,1.7215271,1.471234918,1.630808234,1.778478265,1.892044306,1.904341459,2.08002758,2.048098087,1.849547386,1.848753452
St. Lucia,362,Corporate Income Tax Revenue as a Percent of GDP,RTIC_RM_GDP,Value,3.053496838,3.172004938,,,,,,,,,2.975444555,3.122973919,2.271770477,2.050152302,1.838699579,2.36135602,2.072508097,2.297475815,3.470970154,3.415206194,2.660474539,2.907139063,2.27273035,1.722808003,1.658587098
Suriname,366,Corporate Income Tax Revenue as a Percent of GDP,RTIC_RM_GDP,Value,,,,,,,,,,,,5.494517803,2.463830709,1.168292999,2.90734458,3.135293722,2.744051218,4.394710064,4.545990467,4.310592651,2.738024235,4.440122128,5.520530701,,
Albania,914,Excise Tax Revenue as a Percent of GDP,RTGSE_RM_GDP,Value,,,,,,4.570543766,1.581586599,0.803721488,1.326022506,,,,1.497298717,1.766067386,2.103725195,2.273321152,2.606800079,2.969080925,3.008344173,2.928833961,3.128961325,3.106431723,2.727167368,3.112219095,3.200036764
Burundi,618,Excise Tax Revenue as a Percent of GDP,RTGSE_RM_GDP,Value,,2.925826073,3.491473436,3.7512815,4.567606926,4.746232033,3.893172979,3.839985847,3.392392159,3.812286139,,,,,,,,,,,2.408390999,2.296358824,2.210042477,2.595262051,
Switzerland,146,Corporate Income Tax Revenue as a Percent of GDP,RTIC_RM_GDP,Value,1.677735329,1.625869155,1.717025638,1.603949547,1.625474095,1.621601582,1.633353353,1.700261831,1.779368162,2.166328192,2.440608263,2.710203171,2.377806902,2.246682882,2.175335407,2.239551306,2.73755312,2.809398651,2.971466064,2.845086098,2.713385105,2.836144209,2.809712172,2.828516245,2.826300621
Philippines,566,Corporate Income Tax Revenue as a Percent of GDP,RTIC_RM_GDP,Value,1.617137074,1.817625642,2.046461344,2.162975788,2.062974215,2.499024391,2.828056097,2.222173452,2.531629801,2.214847088,2.398126364,2.533737183,2.399920225,2.519952774,2.561695814,2.726255894,3.119057655,3.498241186,3.694761276,3.169305325,3.109897852,3.475776672,3.509222507,3.677755356,3.59999609
Thailand,578,Corporate Income Tax Revenue as a Percent of GDP,RTIC_RM_GDP,Value,2.598535776,2.944271803,2.960540771,3.213849068,3.650304079,3.763340712,3.71549201,3.49623251,2.042322636,2.34745717,2.919253826,2.92901063,3.052771568,3.502056599,4.014204025,4.641370773,4.967716694,4.822205067,5.411596775,4.770031929,4.58391571,5.64999485,5.036842346,5.352268219,5.036139011
United States,111,Corporate Income Tax Revenue as a Percent of GDP,RTIC_RM_GDP,Value,1.956627369,1.827001691,1.932530999,2.171747684,2.274293661,2.447622299,2.513056755,2.514728069,2.339217663,2.311993361,2.229777098,1.566905856,1.428618908,1.822482228,2.231476068,2.859642506,3.068736076,2.667005062,1.694416761,1.377084255,1.78456676,1.766710162,2.068991423,2.163860083,2.609687328
Belgium,124,Excise Tax Revenue as a Percent of GDP,RTGSE_RM_GDP,Value,2.092424393,2.094331503,2.233032942,2.26011014,2.334115744,2.239010572,2.337475061,2.308638334,2.320273399,2.290501356,2.203530312,2.119054079,2.15588975,2.210790157,2.290576696,2.288969278,2.171112061,2.130587101,2.048149824,2.089161396,2.131659746,2.070632935,2.051294327,2.046452999,2.04995513
Uganda,746,Corporate Income Tax Revenue as a Percent of GDP,RTIC_RM_GDP,Value,,,,,,,,,0.3739025,,,1.593804359,1.88879168,1.979653597,0.707197905,0.816416621,0.807068527,0.744387209,0.681641281,0.60956347,0.716572821,3.027848482,0.898323536,0.903377414,0.677814841
Netherlands,138,Corporate Income Tax Revenue as a Percent of GDP,RTIC_RM_GDP,Value,3.045222282,3.082029104,2.765476704,2.972944021,2.989620447,2.908123493,3.666558743,4.021046638,3.929979563,3.772798061,3.73520565,3.687885046,3.113037109,2.643135309,2.861783504,3.54796195,3.091614008,3.025045633,2.943536997,1.879068613,2.024031162,1.930073142,1.837362289,1.912401676,
Paraguay,288,Corporate Income Tax Revenue as a Percent of GDP,RTIC_RM_GDP,Value,,,,,,,,,,0.016166894,0.014831613,0.013950127,0.011771144,0.010948814,0.011048137,0.011287505,0.012454058,0.020787522,0.014287528,0.014301573,0.014120298,0.008417043,0.00978662,0.010013404,0.013728823
Algeria,612,Excise Tax Revenue as a Percent of GDP,RTGSE_RM_GDP,Value,,,,,1.634799004,1.539907932,1.422957182,1.894216299,1.919490457,1.676375866,1.519025087,1.49984622,1.622888446,0.596481562,0.52773577,0.516569674,9.073312759,21.88960648,12.27414322,5.942339897,6.592968464,6.909596443,,,
Ukraine,926,Corporate Income Tax Revenue as a Percent of GDP,RTIC_RM_GDP,Value,,,,,,,,,,1.512999535,3.298864126,4.254480839,4.169098854,4.954586983,4.68405056,5.277843952,4.751282215,4.676357269,4.830028534,3.489602327,3.739214182,4.238256454,3.97197485,3.753338814,2.565952778
"Congo, Republic of",634,Excise Tax Revenue as a Percent of GDP,RTGSE_RM_GDP,Value,,,,0.013156164,1.048495412,1.230827451,1.063322306,0.700744987,0.730371296,0.538190842,0.466739357,0.76160717,0.47508195,0.349443853,0.335789263,0.284067899,0.294365019,0.351304084,0.282401055,0.335844189,0.349231958,,,,
Benin,638,Excise Tax Revenue as a Percent of GDP,RTGSE_RM_GDP,Value,,,,,,,,,,,,0.241017923,0.218567356,0.28376615,0.24905923,0.191105276,0.372412443,0.484909534,0.597979367,0.669826686,0.71276772,0.614592671,0.231499121,0.567711115,
Poland,964,Corporate Income Tax Revenue as a Percent of GDP,RTIC_RM_GDP,Value,,6.973071575,4.324184418,4.028809547,3.052541494,2.759607315,2.673542261,2.710180044,2.593767881,2.392109871,2.398378134,1.790873289,1.975039244,1.750026584,1.954478502,2.137942553,2.390892029,2.723688364,2.699789286,2.255461454,1.946286082,2.020290375,2.078770161,1.772038817,
Oman,449,Corporate Income Tax Revenue as a Percent of GDP,RTIC_RM_GDP,Value,,,,,,,,,,,0.574892581,0.525260925,0.731075048,0.765461385,0.7096349,0.680985808,0.614544153,1.193689942,1.042056799,2.060533047,1.247587919,1.082856894,1.218115687,1.331452966,
"China,P.R.: Mainland",924,Excise Tax Revenue as a Percent of GDP,RTGSE_RM_GDP,Value,0.496423304,0.395971775,0.297026426,0.161861032,1.066455364,0.913629711,0.892524064,0.882291853,0.989707112,0.98095417,0.866037309,0.850364208,1.174346566,0.893862665,1.303472757,1.220472097,1.39761436,0.883269846,1.1546489,2.043473959,2.239400387,2.17586422,2.233099699,2.147283077,
Samoa,862,Corporate Income Tax Revenue as a Percent of GDP,RTIC_RM_GDP,Value,,,,,,,,,,,,,,,,,,,,,2.111996412,2.159794807,2.088458776,2.511808395,2.461971998
Costa Rica,238,Excise Tax Revenue as a Percent of GDP,RTGSE_RM_GDP,Value,2.068681717,1.236029029,1.930634141,1.810005784,1.871875048,1.546426892,1.850995421,2.257389307,2.667399168,2.61718154,3.118063927,3.261262178,3.271000385,3.308157206,3.113097668,3.027045012,3.0491786,3.205425739,3.015219927,2.784300327,2.674145937,2.787351847,2.693132877,2.782502413,2.643987894
Swaziland,734,Corporate Income Tax Revenue as a Percent of GDP,RTIC_RM_GDP,Value,,,,,,,,,,2.574473858,1.944016457,1.845901132,1.734589577,1.945775867,1.770756006,1.850922346,2.089778423,1.777093053,2.252544165,2.263182163,2.263430595,2.279349804,1.842422605,,
"Venezuela, Rep. Bol.",299,Corporate Income Tax Revenue as a Percent of GDP,RTIC_RM_GDP,Value,13.81000137,13.66526699,8.227796555,6.698168755,5.249867916,4.236039639,5.798289299,7.542115688,1.315576792,2.205459356,4.228518963,2.540340424,0.918769002,1.466061831,1.792170286,3.677865267,3.997516394,4.035357475,2.631997347,1.830162525,0.85557276,1.216190696,1.398970962,1.152753472,1.919686913
Sao Tome & Principe,716,Corporate Income Tax Revenue as a Percent of GDP,RTIC_RM_GDP,Value,,,,,,,,,,,,,2.765199184,1.665381312,1.925560951,0.62095046,1.622746229,1.735161781,1.452500582,1.768218756,1.602838755,2.136708975,1.144106627,,
